customerID,gender,State,Account length,Area code,Contract,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn value,Total Call duration,Complaints,PaperlessBilling,PaymentMethod,Recharge Frequency,Total_charge,Avg_Days_Between_Recharge,estimated_recharge_freq
0621-JFHOL,Female,FL,136,408,Two year,Yes,No,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,FALSE,0,576.6,0,Yes,Mailed check,1.24,62.09,96.63391851,0.31045
9903-LYSAB,Male,KY,107,415,Month-to-month,No,No,0,157.1,79,26.71,162.6,124,13.82,150,138,6.75,12.1,6,3.27,1,FALSE,0,481.8,0,Yes,Electronic check,1.01,50.55,118.694362,0.25275
0094-OIFMO,Female,MI,91,415,Month-to-month,No,No,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,TRUE,1,574.3,1,Yes,Electronic check,1.09,54.52,110.0513573,0.2726
9227-UAQFT,Male,NY,167,415,Two year,No,No,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,FALSE,0,648.7,0,No,Mailed check,1.24,61.94,96.86793671,0.3097
7301-ABVAD,Female,KS,159,415,Two year,No,Yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,FALSE,0,621.1,0,No,Bank transfer (automatic),1.25,62.54,95.9385993,0.3127
6614-FHDBO,Male,PA,122,415,Two year,No,No,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,FALSE,0,480.2,0,No,Bank transfer (automatic),0.72,36.09,166.2510391,0.18045
7576-ASEJU,Female,MI,105,415,One year,No,Yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,FALSE,0,710.9,0,Yes,Credit card (automatic),1.35,67.68,88.65248227,0.3384
9058-HRZSV,Female,NH,155,408,Month-to-month,No,No,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,FALSE,0,507.1,0,No,Electronic check,1.16,58.12,103.2346869,0.2906
4522-AKYLR,Female,WA,161,415,Month-to-month,No,No,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1,FALSE,0,599.7,0,Yes,Electronic check,1.11,55.61,107.8942636,0.27805
0221-WMXNQ,Male,NY,122,415,Month-to-month,No,No,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,FALSE,0,486.7,0,No,Electronic check,0.99,49.45,121.3346815,0.24725
0303-UNCIP,Male,MD,37,415,One year,Yes,No,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,FALSE,0,499.4,0,No,Mailed check,0.88,43.85,136.8301026,0.21925
9947-OTFQU,Male,KS,128,415,Month-to-month,No,No,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,FALSE,0,516.7,0,Yes,Electronic check,0.95,47.44,126.4755481,0.2372
0322-YINQP,Male,DE,89,510,Month-to-month,Yes,No,0,125.6,108,21.35,213,90,18.11,181.7,108,8.18,5.4,5,1.46,1,FALSE,0,525.7,0,Yes,Mailed check,0.98,49.1,122.1995927,0.2455
0959-WHOKV,Male,IN,108,415,One year,No,No,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,FALSE,0,578.8,0,Yes,Electronic check,1.27,63.34,94.72687086,0.3167
4075-JFPGR,Female,VT,109,408,One year,No,No,0,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1,FALSE,0,717.6,0,Yes,Electronic check,1.42,71.25,84.21052632,0.35625
4629-NRXKX,Female,WA,29,415,Month-to-month,No,No,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,FALSE,0,593.5,0,No,Electronic check,1.09,54.28,110.5379514,0.2714
9514-JDSKI,Male,NM,119,415,Month-to-month,Yes,Yes,15,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,TRUE,1,460.5,1,No,Electronic check,1.02,51.06,117.5088132,0.2553
3282-ZISZV,Male,MO,86,415,One year,No,No,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,FALSE,0,666.9,0,No,Credit card (automatic),1.04,52.13,115.0968732,0.26065
3675-YDUPJ,Male,IA,92,510,Month-to-month,No,Yes,25,134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,0,FALSE,0,530.3,0,Yes,Mailed check,1.02,51.04,117.5548589,0.2552
4111-BNXIF,Female,WA,13,510,Two year,No,Yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,FALSE,0,465.1,0,Yes,Electronic check,1.05,52.45,114.3946616,0.26225
7017-VFHAY,Female,CT,144,510,Two year,Yes,Yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,FALSE,0,663,0,No,Credit card (automatic),1.27,63.36,94.6969697,0.3168
6655-LHBYW,Male,NH,139,510,One year,No,No,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,FALSE,0,582.9,0,No,Credit card (automatic),1.25,62.74,95.63277016,0.3137
4959-JOSRX,Female,LA,95,415,Month-to-month,No,No,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,FALSE,0,462.1,0,Yes,Credit card (automatic),0.96,48.22,124.4296972,0.2411
5046-NUHWD,Female,ME,80,408,Month-to-month,No,Yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,FALSE,0,566.1,1,Yes,Electronic check,1.16,58.22,103.0573686,0.2911
7273-TEFQD,Male,MT,113,415,Month-to-month,No,No,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,FALSE,0,617.6,0,Yes,Electronic check,1.31,65.48,91.63103238,0.3274
3606-TWKGI,Male,ID,88,415,Month-to-month,No,Yes,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,FALSE,0,614,0,Yes,Electronic check,1.23,61.42,97.6880495,0.3071
7529-ZDFXI,Male,UT,74,415,Month-to-month,No,No,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,FALSE,0,348.9,0,Yes,Electronic check,0.74,37.18,161.3770845,0.1859
7605-BDWDC,Female,IL,48,510,Two year,No,No,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,FALSE,0,301.5,0,Yes,Bank transfer (automatic),0.67,33.51,179.0510295,0.16755
1950-KSVVJ,Female,AZ,163,510,One year,No,No,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,FALSE,0,557.7,1,No,Mailed check,1.17,58.44,102.6694045,0.2922
0123-CRBRT,Female,ID,56,510,Two year,No,No,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,FALSE,0,492.1,0,No,Mailed check,1,50.11,119.7365795,0.25055
6292-TOSSS,Male,TX,64,415,Two year,No,No,0,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,FALSE,0,537,0,No,Bank transfer (automatic),1.1,55.13,108.8336659,0.27565
3197-ARFOY,Female,MT,116,415,Month-to-month,No,Yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11,2,2.97,1,FALSE,0,600.3,0,Yes,Mailed check,1.22,60.85,98.60312243,0.30425
6323-AYBRX,Male,PA,101,415,Two year,Yes,No,0,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0,FALSE,0,614.9,0,No,Mailed check,1.24,61.96,96.83666882,0.3098
7014-ZZXAW,Female,RI,85,415,Two year,Yes,No,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,FALSE,0,627.3,1,Yes,Credit card (automatic),1.26,63.2,94.93670886,0.316
4385-GZQXV,Female,NH,90,415,Month-to-month,No,No,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,FALSE,0,614.1,0,Yes,Electronic check,1.02,51.2,117.1875,0.256
7633-MVPUY,Male,UT,73,415,Two year,No,No,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1,FALSE,0,519.7,0,Yes,Electronic check,1.16,58.19,103.1105001,0.29095
6366-ZGQGL,Male,NH,55,408,Month-to-month,No,Yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,FALSE,0,570.6,0,No,Bank transfer (automatic),1.14,56.9,105.4481547,0.2845
4716-HHKQH,Male,AK,76,415,Month-to-month,No,Yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,FALSE,0,361.5,0,No,Electronic check,0.9,45.17,132.8315253,0.22585
5940-AHUHD,Male,AZ,157,415,Month-to-month,No,No,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,FALSE,0,516.6,1,No,Mailed check,1.16,58.2,103.0927835,0.291
6432-TWQLB,Male,NJ,131,415,Month-to-month,No,No,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,FALSE,0,627.3,0,Yes,Electronic check,1.35,67.56,88.80994671,0.3378
4484-GLZOU,Female,MI,51,415,Month-to-month,No,No,0,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1,TRUE,1,768.1,0,Yes,Electronic check,1.58,78.88,76.06490872,0.3944
3179-GBRWV,Male,ID,166,415,Month-to-month,No,No,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,FALSE,0,617,0,Yes,Bank transfer (automatic),1.3,65.25,91.95402299,0.32625
8645-KWHJO,Male,OR,66,408,Month-to-month,No,No,0,87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1,FALSE,0,543.4,0,Yes,Electronic check,0.96,47.95,125.1303441,0.23975
4130-MZLCC,Female,UT,49,415,Month-to-month,No,No,0,266.3,90,45.27,207.8,117,17.66,205,98,9.23,14,2,3.78,2,TRUE,1,693.1,0,No,Bank transfer (automatic),1.52,75.94,79.00974454,0.3797
0314-TKOSI,Female,LA,89,415,Month-to-month,No,No,0,141.1,92,23.99,249.1,126,21.17,136,73,6.12,10.8,2,2.92,2,FALSE,0,537,0,No,Mailed check,1.08,54.2,110.701107,0.271
8229-MYEJZ,Female,WI,90,415,Month-to-month,No,No,0,200.9,92,34.15,164.3,91,13.97,249,98,11.21,8.9,7,2.4,1,FALSE,0,623.1,0,No,Electronic check,1.23,61.73,97.19747287,0.30865
2080-SRCDE,Female,ID,193,415,Month-to-month,No,No,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,TRUE,1,460.4,0,No,Mailed check,0.82,40.97,146.4486209,0.20485
9577-WJVCQ,Female,TN,114,510,Month-to-month,No,No,0,172,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,FALSE,0,652.2,0,No,Mailed check,1.28,64.18,93.48706762,0.3209
9512-UIBFX,Male,NV,7,408,Month-to-month,No,Yes,30,221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1,FALSE,0,645,0,No,Mailed check,1.32,65.77,91.22700319,0.32885
6202-DYYFX,Female,WY,71,415,One year,No,No,0,243.7,124,41.43,60,90,5.1,189,129,8.5,11.3,2,3.05,0,FALSE,0,504,0,Yes,Credit card (automatic),1.16,58.08,103.3057851,0.2904
3808-HFKDE,Female,IL,31,415,Month-to-month,No,Yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,FALSE,0,714.1,0,Yes,Electronic check,1.42,71.06,84.43568815,0.3553
5583-SXDAG,Male,MA,111,415,Month-to-month,No,No,0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,TRUE,1,692.6,0,No,Electronic check,1.5,74.9,80.10680908,0.3745
3488-PGMQJ,Male,AZ,97,408,Month-to-month,No,No,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,FALSE,0,540.3,0,Yes,Electronic check,1.1,55.05,108.9918256,0.27525
3580-REOAC,Male,ND,51,510,Month-to-month,No,No,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,FALSE,0,679.9,0,Yes,Credit card (automatic),1.4,70.11,85.57980317,0.35055
7534-BFESC,Male,SD,86,415,Month-to-month,No,No,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,FALSE,0,537.1,0,Yes,Electronic check,1.2,60.02,99.96667777,0.3001
3727-OWVYD,Male,ND,190,415,One year,No,No,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,FALSE,0,628.9,0,No,Mailed check,1.23,61.62,97.37098345,0.3081
2294-SALNE,Male,CT,80,408,One year,No,No,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,FALSE,0,495.7,0,No,Mailed check,0.89,44.69,134.2582233,0.22345
4847-TAJYI,Female,MO,36,415,Month-to-month,No,No,0,202.4,115,34.41,230.7,115,19.61,202,127,9.09,10.2,2,2.75,3,FALSE,0,645.3,0,Yes,Electronic check,1.32,65.86,91.10233829,0.3293
1563-IWQEX,Female,NJ,45,510,Month-to-month,No,No,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11,1,2.97,1,FALSE,0,619.2,0,No,Mailed check,1.2,60.22,99.63467287,0.3011
8203-XJZRC,Male,NC,170,415,Month-to-month,No,No,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,FALSE,0,650,0,No,Mailed check,1.42,71.23,84.234171,0.35615
6556-DBKZF,Female,UT,103,415,Two year,No,No,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,FALSE,0,508.8,0,No,Electronic check,1.08,53.99,111.1316911,0.26995
6851-WEFYX,Male,WI,112,408,Month-to-month,No,No,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,FALSE,0,582.7,0,Yes,Electronic check,1.2,59.79,100.3512293,0.29895
2985-JUUBZ,Male,MT,125,510,Month-to-month,No,No,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,TRUE,1,473.3,1,Yes,Electronic check,0.89,44.7,134.2281879,0.2235
6390-DSAZX,Female,MS,73,415,Month-to-month,No,Yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,TRUE,1,579.8,1,Yes,Mailed check,0.99,49.28,121.7532468,0.2464
0895-LMRSF,Male,NM,232,408,One year,No,No,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,FALSE,0,491.6,0,Yes,Bank transfer (automatic),1.07,53.31,112.5492403,0.26655
8098-LLAZX,Female,SD,95,408,Month-to-month,No,Yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,FALSE,0,634.4,0,Yes,Electronic check,1.2,60.1,99.83361065,0.3005
8266-VBFQL,Male,VA,182,415,Month-to-month,No,No,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,FALSE,0,595.4,0,Yes,Electronic check,1.16,57.99,103.4661148,0.28995
8181-YHCMF,Female,NM,55,510,Two year,No,No,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10,4.6,2,1.24,2,FALSE,0,578.4,0,No,Credit card (automatic),1.03,51.29,116.9818678,0.25645
2240-HSJQD,Male,VA,86,415,Month-to-month,No,Yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,FALSE,0,627.9,0,Yes,Mailed check,1.07,53.49,112.1704992,0.26745
1248-DYXUB,Male,NJ,127,510,Two year,No,No,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,FALSE,0,629.9,0,No,Mailed check,1.32,66.03,90.86778737,0.33015
0265-EDXBD,Male,TN,63,415,Month-to-month,No,No,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,FALSE,0,576.3,0,Yes,Electronic check,1.1,54.93,109.229929,0.27465
4115-BNPJY,Male,MI,79,510,Two year,No,No,0,220.9,107,37.55,192.2,97,16.34,161,74,7.25,12.2,2,3.29,1,FALSE,0,586.3,0,No,Mailed check,1.29,64.43,93.12432097,0.32215
3167-SNQPL,Male,LA,111,415,Month-to-month,No,Yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,FALSE,0,443.8,0,No,Electronic check,0.89,44.68,134.2882722,0.2234
4091-TVOCN,Male,NH,121,510,One year,No,Yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,FALSE,0,616.1,0,Yes,Credit card (automatic),1.22,61.19,98.05523778,0.30595
1098-TDVUQ,Female,RI,112,415,Month-to-month,No,No,0,168.6,102,28.66,298,117,25.33,194.7,110,8.76,9.8,5,2.65,1,FALSE,0,671.1,0,Yes,Bank transfer (automatic),1.31,65.4,91.74311927,0.327
7277-OZCGZ,Female,LA,81,415,Month-to-month,No,Yes,36,115.9,120,19.7,236.6,95,20.11,255,90,11.48,11.7,6,3.16,3,FALSE,0,619.2,0,Yes,Electronic check,1.09,54.45,110.1928375,0.27225
1557-EMYVT,Female,AZ,72,510,Two year,No,No,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,FALSE,0,578.5,0,No,Credit card (automatic),1.35,67.26,89.20606601,0.3363
2799-ARNLO,Female,SC,64,510,Month-to-month,No,Yes,40,210,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,FALSE,0,617.4,1,Yes,Electronic check,1.29,64.67,92.77872275,0.32335
7563-BIUPC,Male,MD,163,408,Month-to-month,No,No,0,223,120,37.91,227,98,19.3,188.3,125,8.47,8.8,5,2.38,1,FALSE,0,647.1,0,Yes,Electronic check,1.36,68.06,88.15750808,0.3403
5027-YOCXN,Male,WA,104,415,One year,No,No,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,FALSE,0,557.2,0,No,Credit card (automatic),1.06,53.18,112.8243701,0.2659
3973-SKMLN,Male,CA,93,510,Two year,No,Yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,FALSE,0,399.9,0,Yes,Credit card (automatic),0.9,45.1,133.037694,0.2255
2321-OMBXY,Female,NJ,197,510,One year,No,No,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,FALSE,0,564.2,0,No,Credit card (automatic),1.08,53.99,111.1316911,0.26995
2840-XANRC,Male,AR,57,510,Month-to-month,No,No,0,192.8,68,32.78,158,86,13.43,235.5,105,10.6,12.7,6,3.43,1,FALSE,0,599,0,Yes,Electronic check,1.2,60.24,99.60159363,0.3012
6745-JEFZB,Male,CT,107,408,Month-to-month,No,No,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,FALSE,0,534.3,0,Yes,Credit card (automatic),0.96,47.78,125.5755546,0.2389
5020-ZSTTY,Female,SD,75,408,One year,No,No,0,147.5,110,25.08,191.7,97,16.29,135,68,6.08,16.4,3,4.43,2,FALSE,0,490.6,0,No,Bank transfer (automatic),1.04,51.88,115.6515035,0.2594
9880-TDQAC,Female,FL,106,408,Two year,No,No,0,178.4,143,30.33,247,123,21,259.9,105,11.7,9.6,2,2.59,0,FALSE,0,694.9,0,Yes,Electronic check,1.31,65.62,91.43553795,0.3281
8705-WZCYL,Male,MS,70,408,Month-to-month,No,No,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,FALSE,0,575.9,0,Yes,Electronic check,1.14,57.15,104.9868766,0.28575
7102-JJVTX,Female,MA,80,408,One year,No,No,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10,2,2.7,2,FALSE,0,573.1,0,No,Mailed check,1.1,55.05,108.9918256,0.27525
8626-PTQGE,Male,VT,137,510,Two year,No,No,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13,0,0,0,1,FALSE,0,582.1,0,Yes,Bank transfer (automatic),0.92,46.22,129.8139334,0.2311
4983-CLMLV,Female,IL,90,415,Month-to-month,No,Yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3,2,FALSE,0,568.5,0,Yes,Credit card (automatic),1.2,60.06,99.9000999,0.3003
5701-YVSVF,Female,CT,30,408,Month-to-month,No,No,0,137.6,108,23.39,162,80,13.77,187.7,126,8.45,5.8,10,1.57,3,FALSE,0,493.1,0,Yes,Electronic check,0.94,47.18,127.1725307,0.2359
5804-LEPIM,Female,KS,105,415,Month-to-month,Yes,No,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,TRUE,1,818.7,0,Yes,Electronic check,1.69,84.67,70.86335184,0.42335
5697-GOMBF,Female,MA,102,415,Month-to-month,No,Yes,31,125.3,92,21.3,141.2,108,12,168.2,68,7.57,6.3,2,1.7,3,FALSE,0,441,0,Yes,Electronic check,0.85,42.57,140.944327,0.21285
2739-CACDQ,Female,NJ,83,415,Month-to-month,No,No,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,FALSE,0,534.2,0,Yes,Credit card (automatic),1.1,55.04,109.0116279,0.2752
9385-EHGDO,Female,AR,63,510,Two year,No,Yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,FALSE,0,592.1,0,Yes,Mailed check,1.27,63.28,94.81668774,0.3164
9498-FIMXL,Female,MS,155,408,One year,No,No,0,163,93,27.71,203.9,102,17.33,159,109,7.15,15.1,4,4.08,2,FALSE,0,541,0,Yes,Mailed check,1.13,56.27,106.6287542,0.28135
2379-GYFLQ,Male,ME,105,408,One year,No,No,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,FALSE,0,510.3,0,Yes,Credit card (automatic),1.02,51.09,117.4398121,0.25545
0122-OAHPZ,Female,IA,73,415,Month-to-month,No,No,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3,1,FALSE,0,550.4,0,Yes,Electronic check,1.06,52.84,113.5503407,0.2642
2868-SNELZ,Female,NM,21,415,Month-to-month,No,Yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,FALSE,0,504.9,0,No,Mailed check,1.01,50.39,119.0712443,0.25195
4322-RCYMT,Male,TX,71,415,One year,No,Yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,FALSE,0,576.9,0,Yes,Bank transfer (automatic),1.2,59.91,100.1502253,0.29955
6680-NENYN,Female,KY,112,415,Two year,No,No,0,170.5,113,28.99,193.2,129,16.42,188,91,8.46,11.2,6,3.02,0,FALSE,0,562.9,0,Yes,Electronic check,1.14,56.89,105.4666901,0.28445
2088-IEBAU,Female,AZ,66,510,Two year,No,No,0,154,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,TRUE,1,514.3,1,Yes,Electronic check,1.05,52.5,114.2857143,0.2625
7982-VCELR,Female,TN,99,408,Month-to-month,No,No,0,54.8,92,9.32,173,103,14.71,195.1,125,8.78,7.5,3,2.03,1,FALSE,0,430.4,0,Yes,Credit card (automatic),0.7,34.84,172.2158439,0.1742
1343-EHPYB,Male,WV,124,510,Month-to-month,No,No,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,FALSE,0,528.6,0,Yes,Electronic check,1.13,56.26,106.6477071,0.2813
6035-BXTTY,Female,CT,95,415,Month-to-month,No,Yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,FALSE,0,842.3,0,No,Bank transfer (automatic),1.75,87.29,68.73639592,0.43645
6885-PKOAM,Female,NH,130,408,Two year,No,No,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,FALSE,0,443.6,0,No,Credit card (automatic),0.77,38.59,155.4806945,0.19295
7520-HQWJU,Female,MD,93,510,Month-to-month,Yes,No,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3,1,TRUE,1,517.9,0,Yes,Bank transfer (automatic),1.02,51.02,117.6009408,0.2551
9639-BUJXT,Male,WV,191,408,One year,No,No,0,162,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,FALSE,0,624.5,0,No,Mailed check,1.21,60.45,99.25558313,0.30225
5924-SNGKP,Female,KY,88,415,One year,No,No,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,FALSE,0,698.7,0,Yes,Credit card (automatic),1.27,63.75,94.11764706,0.31875
0021-IKXGC,Female,WY,16,415,Month-to-month,No,No,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,FALSE,0,637.7,1,Yes,Electronic check,1.28,64.14,93.5453695,0.3207
2034-GDRCN,Female,GA,107,510,Month-to-month,No,No,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,FALSE,0,571.8,0,Yes,Electronic check,1.21,60.36,99.40357853,0.3018
8966-SNIZF,Female,AK,96,408,Two year,No,Yes,29,150,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,FALSE,0,546,0,No,Bank transfer (automatic),1.03,51.61,116.2565394,0.25805
6243-OZGFH,Female,CT,163,408,Month-to-month,No,Yes,40,231.9,56,39.42,211.8,91,18,268.5,74,12.08,12.3,3,3.32,2,FALSE,0,724.5,0,Yes,Electronic check,1.46,72.82,82.39494644,0.3641
4654-DLAMQ,Female,OR,95,415,One year,No,No,0,269,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,TRUE,1,689.3,0,No,Bank transfer (automatic),1.51,75.63,79.33359778,0.37815
0513-RBGPE,Male,OK,123,415,Two year,No,Yes,27,198.7,127,33.78,249,105,21.17,173.2,124,7.79,12.5,5,3.38,1,FALSE,0,633.4,0,Yes,Credit card (automatic),1.32,66.12,90.74410163,0.3306
5160-UXJED,Male,MA,34,415,One year,No,No,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2,TRUE,1,755.4,0,No,Mailed check,1.68,84.08,71.36060894,0.4204
4115-NZRKS,Female,DE,96,415,Month-to-month,No,Yes,26,175.8,96,29.89,206.6,84,17.56,178,105,8.01,11.1,2,3,2,FALSE,0,571.5,0,Yes,Electronic check,1.17,58.46,102.6342798,0.2923
0219-YTZUE,Male,OH,146,415,Month-to-month,No,No,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9,7,2.43,2,FALSE,0,679.2,0,Yes,Bank transfer (automatic),1.26,63.02,95.20787052,0.3151
0623-IIHUG,Female,ID,138,415,Month-to-month,Yes,Yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,FALSE,0,556.1,0,Yes,Electronic check,1.25,62.74,95.63277016,0.3137
4572-DVCGN,Female,MO,76,510,Month-to-month,No,No,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,TRUE,1,543.6,1,Yes,Bank transfer (automatic),0.99,49.47,121.2856277,0.24735
